,Name,City,Price,Star_Rating,Property_Demand,Property_id,Customers_Rating,Customers_Review,Type_of_room,reservations_Payment,Canelation,Max_persons,Bed_type,Tax,Review_title,Credit_card,Breakfst_included,Longitude_x,Latitude_y,Link
820,دانية للأجنحة الفندقية - عزاب فقط, Al Jubail,SAR 105,0,Only 4 like this left on our site,3471476,6.8, 96 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", includes taxes and charges , Review score ,Reservation possible without a credit card,null,49.6471672294999,26.9773718702033,https://www.booking.com/hotel/sa/danya-suites-ljbyl1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=347147602_117365292_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=821&highlighted_blocks=347147602_117365292_2_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=347147602_117365292_2_0_0__10500&srepoch=1587183149&srpvid=551f1d9687bc002d&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
821,Lina Park," Al Olayya, Al Khobar",SAR 105,0,Only 3 like this left on our site,1713561,8.4, 119 reviews ,Deluxe Double Studio,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 5 taxes and charges  , Very good ,Reservation possible without a credit card,null,50.186708249984,26.2883136033406,https://www.booking.com/hotel/sa/lina-park.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=171356101_243059887_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=822&highlighted_blocks=171356101_243059887_0_0_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=171356101_243059887_0_0_0__10500&srepoch=1587183149&srpvid=551f1d9687bc002d&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
822,Landmark Suites Jeddah," Al Andalus, Jeddah",SAR 105,0,Only 7 like this left on our site,261452,7.1, 689 reviews ,One-Bedroom Suite,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Good ,Reservation possible without a credit card,null,39.1693818569183,21.5534333835824,https://www.booking.com/hotel/sa/landmark-suites-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=26145201_200932965_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=823&highlighted_blocks=26145201_200932965_0_2_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=26145201_200932965_0_2_0__10500&srepoch=1587183149&srpvid=551f1d9687bc002d&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
823,Loaloat Al Khobar, Al Khobar,SAR 105,0,Only 2 like this left on our site,2288598,7.3, 422 reviews ,Studio,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 8 taxes and charges  , Good ,Reservation possible without a credit card,null,50.2155098078347,26.271698593014,https://www.booking.com/hotel/sa/lw-lw-lkhbr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=228859801_102609571_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=824&highlighted_blocks=228859801_102609571_2_0_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=228859801_102609571_2_0_0__10500&srepoch=1587183149&srpvid=551f1d9687bc002d&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
824,Al Eairy Apartments- Dammam 8, Dammam,SAR 105,0,Only 3 like this left on our site,2231730,6.3, 152 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 double)", +SAR 8 taxes and charges  , Review score ,Reservation possible without a credit card,null,50.0665184547729,26.4351574047393,https://www.booking.com/hotel/sa/al-eairy-apartments-dammam-8.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=223173001_101118921_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=825&highlighted_blocks=223173001_101118921_2_0_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=223173001_101118921_2_0_0__10500&srepoch=1587183149&srpvid=551f1d9687bc002d&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
825,Bronze Palace," Al Aqrabeyah, Al Khobar",SAR 105,0,Only 1 left like this on our site,431233,7.9, 129 reviews ,Deluxe King Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 5 taxes and charges  , Good ,Reservation possible without a credit card,null,50.1909890770912,26.2887111542785,https://www.booking.com/hotel/sa/bronze-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=43123304_193911311_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=826&highlighted_blocks=43123304_193911311_0_0_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=43123304_193911311_0_0_0__10500&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
826,شاطىء الأحلام الحديث, Taif,SAR 105,0,Only 2 like this left on our site,5618319,7.9, 14 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Good ,null,null,40.4315113864136,21.3203676050197,https://www.booking.com/hotel/sa/shty-lhlm-at-taif.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=561831901_216980802_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=827&highlighted_blocks=561831901_216980802_2_0_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=561831901_216980802_2_0_0__10500&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
827,Al Eairy Apartments - Al Riyad 4," Al Aziziyah, Riyadh",SAR 105,0,Only 4 like this left on our site,2331549,6.3, 202 reviews ,Deluxe Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 8 taxes and charges  , Review score ,Reservation possible without a credit card,null,46.7622729915711,24.5833512709991,https://www.booking.com/hotel/sa/al-eairy-furnished-apartments-4-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=233154904_100682180_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=828&highlighted_blocks=233154904_100682180_2_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=233154904_100682180_2_0_0__10500&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
828,Dary Furnished Apartments, Sharurah,SAR 105,0,null,1168248,5.7, 71 reviews ,Studio,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 double)", +SAR 8 taxes and charges  , Review score ,Reservation possible without a credit card,null,47.1079990267754,17.4881753127927,https://www.booking.com/hotel/sa/dry-llshqq-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=116824801_206170062_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=829&highlighted_blocks=116824801_206170062_2_0_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=116824801_206170062_2_0_0__10500&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
829,Malath Furnished Units, Al Kharj,SAR 105,0,null,2682435,7.4, 114 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 3,"2 beds
(1 sofa bed, 1 large double)", +SAR 5 taxes and charges  , Good ,Reservation possible without a credit card,null,47.3232328891754,24.1594213175238,https://www.booking.com/hotel/sa/mldh-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=268243501_105953584_3_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=830&highlighted_blocks=268243501_105953584_3_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=268243501_105953584_3_0_0__10500&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
830,Saad Palace 3, Abha,SAR 105,0,Only 1 left like this on our site,2710583,6.9, 67 reviews ,Studio Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 5 taxes and charges  , Review score ,Reservation possible without a credit card,null,42.5013757869601,18.2074752060001,https://www.booking.com/hotel/sa/saad-palace-3.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=271058304_123262895_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=831&highlighted_blocks=271058304_123262895_2_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=271058304_123262895_2_0_0__10500&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
831,بارك جازان 2 للواحدات السكنية, Jazan,SAR 106,0,Only 1 left like this on our site,2863790,6.9, 9 reviews ,King Studio,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 0 taxes and charges  , Review score ,Reservation possible without a credit card,null,42.568704,16.897925,https://www.booking.com/hotel/sa/brj-jyzn-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=286379005_243985981_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=832&highlighted_blocks=286379005_243985981_2_0_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=286379005_243985981_2_0_0__10585&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
832,Al Hammad 2 Hotel Apartments, Jeddah,SAR 107,0,null,4001964,7.9," 1,128 reviews ",One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Good ,Reservation possible without a credit card,null,39.1634660641002,21.6196536721702,https://www.booking.com/hotel/sa/lhmd-llshqq-lfndqy-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=400196403_123440050_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=833&highlighted_blocks=400196403_123440050_2_0_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=400196403_123440050_2_0_0__10700&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
833,Al Eairy Furnished Apartments -Madinah 3, Al Madinah,SAR 107,0,Only 4 like this left on our site,2231834,5.8, 430 reviews ,Double or Twin Room,null,null,Max persons: 2,"2 beds
(2 singles)", +SAR 8 taxes and charges  , Review score ,Reservation possible without a credit card,null,39.632197022438,24.4749138981404,https://www.booking.com/hotel/sa/al-eairy-furnished-apartments-madinah-3.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=223183406_201845598_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=834&highlighted_blocks=223183406_201845598_2_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=223183406_201845598_2_0_0__10700&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
834,Al Eairy Apartments - Al Madinah 14, Al Madinah,SAR 107,0,null,2227428,6.2," 1,561 reviews ",Double or Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)", +SAR 8 taxes and charges  , Review score ,Reservation possible without a credit card,null,39.6174770593643,24.4554023712163,https://www.booking.com/hotel/sa/al-eairy-apartments-al-madinah-14.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=222742801_101165680_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=835&highlighted_blocks=222742801_101165680_2_0_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=222742801_101165680_2_0_0__10700&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
835,Basmah Shaqraa for suits hotel, Jeddah,SAR 107,0,Only 2 like this left on our site,2085483,6.6, 661 reviews ,Double Room with Bathroom,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 double)", +SAR 5 taxes and charges  , Review score ,Reservation possible without a credit card,null,39.1633308390785,21.5118814669907,https://www.booking.com/hotel/sa/basma-alshakraa-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=208548305_210943240_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=836&highlighted_blocks=208548305_210943240_0_0_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=208548305_210943240_0_0_0__10746&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
836,الدانة طريق الرياض, Abha,SAR 108,0,Only 2 like this left on our site,6285920,,null,Deluxe Double Room,null,null,Max persons: 2,"1 bed
(1 large double)", +SAR 8 taxes and charges  ,null,Reservation possible without a credit card,null,42.509557,18.226594,https://www.booking.com/hotel/sa/ldn-tryq-lryd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=628592001_244895004_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=837&highlighted_blocks=628592001_244895004_2_0_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=628592001_244895004_2_0_0__10800&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
837,Melaf Suites, Abha,SAR 108,0,Only 4 like this left on our site,621466,6.8, 208 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 5 taxes and charges  , Review score ,Reservation possible without a credit card,null,42.5896167755127,18.2356641620291,https://www.booking.com/hotel/sa/melaf-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=62146601_198644953_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=838&highlighted_blocks=62146601_198644953_0_42_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=62146601_198644953_0_42_0__10800&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
838,Holiday Plus, Riyadh,SAR 108,0,Only 3 like this left on our site,2275684,7.8, 324 reviews ,Economy Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Good ,Reservation possible without a credit card,null,46.7305911955441,24.8187594255651,https://www.booking.com/hotel/sa/holiday-plus.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=227568415_132134229_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=839&highlighted_blocks=227568415_132134229_0_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=227568415_132134229_0_0_0__10800&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
839,Al Eyeery Furnitured Apartment 1, Al Madinah,SAR 108,0,Only 5 like this left on our site,1107160,5.8, 595 reviews ,Double or Twin Room,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 large double)", +SAR 8 taxes and charges  , Review score ,Reservation possible without a credit card,null,39.595003,24.456396,https://www.booking.com/hotel/sa/al-eyeery-furnitured-apartment-1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=110716002_101032242_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=840&highlighted_blocks=110716002_101032242_0_0_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=110716002_101032242_0_0_0__10800&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
840,Ghosn Al Banafsej Hotel Apartments, Dammam,SAR 108,0,Only 1 left like this on our site,1927744,7.4, 635 reviews ,Studio Apartment,null,null,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Good ,null,null,50.037507712841,26.4269311001846,https://www.booking.com/hotel/sa/ghosn-al-banafsej.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=192774411_117582758_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=841&highlighted_blocks=192774411_117582758_2_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=192774411_117582758_2_0_0__10807&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
841,Zahrat Rozah Apartment, Riyadh,SAR 109,0,Only 3 like this left on our site,4922230,7, 71 reviews ,One-Bedroom Apartment,No prepayment needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Good ,Reservation possible without a credit card,null,46.7903944591828,24.812139615868,https://www.booking.com/hotel/sa/zahrat-rozah-apartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=492223001_227623559_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=842&highlighted_blocks=492223001_227623559_2_0_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=492223001_227623559_2_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
842,Kanaf Abaha Aparthotel, Abha,SAR 109,0,Only 4 like this left on our site,3467664,8.3, 621 reviews ,Double Room,null,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)", +SAR 8 taxes and charges  , Very good ,Reservation possible without a credit card,null,42.5863524041824,18.2237744168993,https://www.booking.com/hotel/sa/knf-bh-ll-jnh-lfndqy-bh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=346766403_180260435_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=843&highlighted_blocks=346766403_180260435_2_0_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=346766403_180260435_2_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
